CMDLINE /home/panpan/anaconda3/envs/rl4co/bin/python run.py
MEM 1362.566406 1703557307.0090
MEM 1362.566406 1703557307.1092
MEM 1362.566406 1703557307.2094
MEM 1362.566406 1703557307.3096
MEM 1362.566406 1703557307.4097
MEM 1362.566406 1703557307.5099
MEM 1362.816406 1703557307.6101
MEM 1408.316406 1703557307.7103
MEM 1408.316406 1703557307.8105
MEM 1408.566406 1703557307.9108
MEM 1408.566406 1703557308.0110
MEM 1408.566406 1703557308.1112
MEM 1408.566406 1703557308.2114
MEM 1408.566406 1703557308.3117
MEM 1408.566406 1703557308.4119
MEM 1408.566406 1703557308.5121
MEM 1408.566406 1703557308.6124
MEM 1408.566406 1703557308.7126
MEM 1408.566406 1703557308.8128
MEM 1408.566406 1703557308.9131
MEM 1408.566406 1703557309.0133
MEM 1408.566406 1703557309.1135
MEM 1408.566406 1703557309.2137
MEM 1408.566406 1703557309.3138
MEM 1408.566406 1703557309.4140
MEM 1408.566406 1703557309.5142
MEM 1408.566406 1703557309.6144
MEM 1408.566406 1703557309.7146
MEM 1408.566406 1703557309.8149
MEM 1408.566406 1703557309.9151
MEM 1408.566406 1703557310.0153
MEM 1408.566406 1703557310.1155
MEM 1408.566406 1703557310.2157
MEM 1408.566406 1703557310.3159
MEM 1420.066406 1703557310.4162
MEM 1420.066406 1703557310.5164
MEM 1420.066406 1703557310.6167
MEM 1420.066406 1703557310.7169
MEM 1420.066406 1703557310.8171
MEM 1420.066406 1703557310.9174
MEM 1420.066406 1703557311.0176
MEM 1420.066406 1703557311.1178
MEM 1420.066406 1703557311.2180
MEM 1420.066406 1703557311.3182
MEM 1420.066406 1703557311.4184
MEM 1420.066406 1703557311.5186
MEM 1420.066406 1703557311.6188
MEM 1420.066406 1703557311.7190
MEM 1420.066406 1703557311.8192
MEM 1420.066406 1703557311.9195
MEM 1420.066406 1703557312.0197
MEM 1420.066406 1703557312.1199
MEM 1420.066406 1703557312.2201
MEM 1420.066406 1703557312.3203
MEM 1420.066406 1703557312.4205
MEM 1420.066406 1703557312.5207
MEM 1420.066406 1703557312.6209
MEM 1420.066406 1703557312.7211
MEM 1420.066406 1703557312.8214
MEM 1420.066406 1703557312.9216
MEM 1420.066406 1703557313.0218
MEM 1426.566406 1703557313.1221
MEM 1431.816406 1703557313.2224
MEM 1431.816406 1703557313.3226
MEM 1431.816406 1703557313.4228
MEM 1431.816406 1703557313.5231
MEM 1431.816406 1703557313.6233
MEM 1431.816406 1703557313.7235
MEM 1431.816406 1703557313.8237
MEM 1431.816406 1703557313.9240
MEM 1431.816406 1703557314.0242
MEM 1431.816406 1703557314.1244
MEM 1431.816406 1703557314.2247
MEM 1432.066406 1703557314.3249
MEM 1432.066406 1703557314.4250
MEM 1432.316406 1703557314.5253
MEM 1432.316406 1703557314.6255
MEM 1432.316406 1703557314.7257
MEM 1432.316406 1703557314.8259
MEM 1432.316406 1703557314.9261
MEM 1432.316406 1703557315.0263
MEM 1432.316406 1703557315.1265
MEM 1432.316406 1703557315.2267
MEM 1432.316406 1703557315.3270
MEM 1432.316406 1703557315.4272
MEM 1432.316406 1703557315.5274
MEM 1432.316406 1703557315.6278
MEM 1432.316406 1703557315.7281
MEM 1432.316406 1703557315.8283
MEM 1432.316406 1703557315.9285
MEM 1432.316406 1703557316.0287
MEM 1432.316406 1703557316.1291
MEM 1432.316406 1703557316.2294
MEM 1432.316406 1703557316.3297
MEM 1432.316406 1703557316.4301
MEM 1432.316406 1703557316.5306
MEM 1432.316406 1703557316.6310
MEM 1432.566406 1703557316.7314
MEM 1432.566406 1703557316.8319
MEM 1432.566406 1703557316.9324
MEM 1432.566406 1703557317.0329
MEM 1432.566406 1703557317.1334
MEM 1432.566406 1703557317.2339
MEM 1432.566406 1703557317.3344
MEM 1434.066406 1703557317.4348
MEM 1434.066406 1703557317.5353
MEM 1434.066406 1703557317.6358
MEM 1434.316406 1703557317.7362
MEM 1434.316406 1703557317.8367
MEM 1434.316406 1703557317.9372
MEM 1434.316406 1703557318.0378
MEM 1434.316406 1703557318.1382
MEM 1434.316406 1703557318.2386
MEM 1434.316406 1703557318.3392
MEM 1434.316406 1703557318.4398
MEM 1434.316406 1703557318.5403
MEM 1434.316406 1703557318.6406
MEM 1434.316406 1703557318.7410
MEM 1434.316406 1703557318.8413
MEM 1433.917969 1703557318.9417
MEM 0.000000 1703557319.0419
